# Genepanel: TrioPU Version: 01 Date: 2016-01-21							
gene symbol		inheritance info	phenotype	inheritance	omim_number	PMID	
UGT1A1			Crigler-Najjar syndrome, type I	AR	218800		
UMPS			Orotic aciduria	AR	258900		
UPF3B			Mental retardation, X-linked, syndromic 14	XR	300676		
UQCRB			Mitochondrial complex III deficiency, nuclear type 3	AR	615158		
UQCRQ			Mitochondrial complex III deficiency, nuclear type 4	AR	615159		
UROC1			?Urocanase deficiency	AR	276880		
USP9X			Mental retardation, X-linked 99	XR	300919		
VIPAS39			Arthrogryposis, renal dysfunction, and cholestasis 2	AR	613404		
VLDLR			Cerebellar hypoplasia and mental retardation with or without quadrupedal locomotion 1	AR	224050		
VPS13B			Cohen syndrome	AR	216550		
VPS33B			Arthrogryposis, renal dysfunction, and cholestasis 1	AR	208085		
VRK1			Pontocerebellar hypoplasia type 1A	AR	607596		
WDPCP	X	!	?Congenital heart defects, hamartomas of tongue, and polysyndactyly	AR	217085		
WDPCP			?Bardet-Biedl syndrome 15	AR	615992		
WDR19			Senior-Loken syndrome 8	AR	616307		
WDR19			Nephronophthisis 13	AR	614377		
WDR19	X	!	?Short-rib thoracic dysplasia 5 with or without polydactyly	AR	614376		
WDR19	X	!	?Cranioectodermal dysplasia 4	AR	614378		
WDR35			Cranioectodermal dysplasia 2	AR	613610		Ikke PU, men syndromal utseende, bevares i TRIO
WDR35			Short-rib thoracic dysplasia 7 with or without polydactyly	AR	614091		Ikke PU, men syndromal utseende, bevares i TRIO
WDR45			Neurodegeneration with brain iron accululation 5	XD	300894		
WDR45B	X	!					
WDR62			Microcephaly 2, primary, autosomal recessive, with or without cortical malformations	AR	604317		
WNT3			?Tetra-amelia syndrome	AR	273395		
WNT4			SERKAL syndrome		611812		
WNT4	X	!	Mullerian aplasia and hyperandrogenism	AD	158330		
WNT5A			Robinow syndrome, autosomal dominant 1	AD	180700		
XPA			Xeroderma pigmentosum, group A	AR	278700		
XPNPEP3			Nephronophthisis-like nephropathy 1	AR	613159		
XYLT1			{Pseudoxanthoma elasticum, modifier of severity of}	AR	264800		
XYLT1	X	!	Desbuquois dysplasia 2	AR	615777		
YAP1			Coloboma, ocular, with or without hearing impairment, cleft lip/palate, and/or mental retardation	AD	120433		
YAP1			Coloboma, ocular	AD	120433		
YWHAE	X	!					
ZBTB16	X	!	Leukemia, acute promyelocytic, PL2F/RARA type				
ZBTB16			Skeletal defects, genital hypoplasia, and mental retardation	AR	612447		
ZDHHC15			?Mental retardation, X-linked 91	XD	300577		
ZDHHC9			Mental retardation, X-linked syndromic, Raymond type		300799		
ZEB2			Mowat-Wilson syndrome	AD	235730		
ZFYVE26			Spastic paraplegia 15, autosomal recessive	AR	270700		
ZIC2			Holoprosencephaly-5	AD	609637		
ZNF711		!	Mental retardation, X-linked 97	XR	300803		
