# Genepanel: BevegForst Version: 01 Date: 2016-09-05 Post-processed: 2016-10-21
#chromosome	txStart	txEnd	refseq	score	strand	geneSymbol	geneAlias	eGeneID	eTranscriptID	cdsStart	cdsEnd	exonsStarts	exonEnds
15	43036541	43213007	NM_173500.3	0	-	TTBK2	KIAA0847	ENSG00000128881	ENST00000267890	43037992	43170815	43036541,43044171,43067332,43069228,43075616,43086841,43102811,43103885,43109229,43120125,43122135,43132557,43164808,43170746,43212635	43038455,43045445,43067921,43069440,43075833,43086999,43102937,43103978,43109295,43120230,43122276,43132631,43164956,43170882,43213007
17	15902693	15932723	NM_017775.3	0	+	TTC19	FLJ20343,MGC19520	ENSG00000011295	ENST00000261647	15903162	15930836	15902693,15903431,15905228,15906106,15907144,15907514,15909787,15928330,15929853,15930687	15903346,15903559,15905339,15906145,15907201,15907576,15909882,15928485,15930016,15932723
8	63972047	63998612	NM_000370.3	0	-	TTPA		ENSG00000137561	ENST00000260116	63973810	63998580	63972047,63976764,63978462,63985493,63998376	63973984,63976875,63978656,63985647,63998612
19	6494329	6502595	NM_006087.3	0	-	TUBB4A	beta-5	ENSG00000104833	ENST00000540257	6495174	6502223	6494329,6501297,6501525,6502166	6496232,6501408,6501634,6502595
12	6571403	6580065	NM_014231.4	0	-	VAMP1	VAMP-1	ENSG00000139190	ENST00000396308	6573635	6579697	6571403,6574055,6575007,6575390,6579695	6573652,6574107,6575166,6575517,6580065
9	2621792	2654485	NM_003383.3	0	+	VLDLR	CARMQ1,CHRMQ1,VLDLRCH	ENSG00000147852	ENST00000382100	2622189	2653868	2621792,2635452,2639858,2641376,2643159,2643627,2643836,2644733,2644956,2645573,2646333,2647473,2648207,2648668,2650369,2651414,2651873,2652779,2653832	2622271,2635572,2639981,2641499,2643531,2643750,2643959,2644853,2645082,2645745,2646552,2647592,2648347,2648810,2650516,2651498,2651954,2652949,2654485
9	79792360	80032399	NM_033305.2	0	+	VPS13A	KIAA0986	ENSG00000197969	ENST00000360280	79792620	80030922	79792360,79814860,79816280,79820228,79820893,79824338,79825531,79827884,79828149,79829244,79834869,79835192,79836100,79840841,79841381,79842306,79843037,79852917,79853187,79862174,79865012,79867150,79875001,79888195,79890413,79890980,79895074,79896782,79897036,79898270,79898462,79908256,79910457,79917830,79922860,79928907,79929410,79930168,79931089,79932521,79933150,79934487,79936084,79936406,79937982,79946925,79952170,79954431,79955093,79955319,79959068,79959924,79966232,79968324,79971629,79972607,79973272,79974248,79975451,79980375,79981642,79982970,79984214,79985172,79985330,79985805,79985941,79996891,80018151,80020779,80022448,80030871	79792720,79814904,79816323,79820324,79820995,79824448,79825591,79827944,79828230,79829302,79834997,79835299,79836272,79840904,79841514,79842401,79843180,79853107,79853302,79862311,79865145,79867268,79875140,79888280,79890568,79891137,79895154,79896842,79897190,79898387,79898566,79908424,79910762,79917978,79923014,79929035,79929580,79930386,79931322,79932614,79933507,79934589,79936243,79936662,79938143,79947029,79952453,79954827,79955198,79955466,79959197,79960058,79966362,79968557,79971783,79972754,79973354,79974318,79975557,79980489,79981788,79983052,79984328,79985248,79985494,79985851,79986065,79997003,80018237,80020903,80022523,80032399
8	17104400	17155533	NM_152415.2	0	+	VPS37A	FLJ32642,HCRP1,SPG53	ENSG00000155975	ENST00000324849	17104753	17143936	17104400,17123415,17125766,17126364,17132241,17133905,17137536,17137747,17137883,17141981,17143855,17152495	17104878,17123490,17125881,17126465,17132467,17133976,17137664,17137806,17137952,17142125,17143936,17155533
17	411907	618096	NM_001128159.2	0	-	VPS53	FLJ10979,HCCS1	ENSG00000141252	ENST00000437048	422367	617949	411907,423065,424840,436081,440267,455111,456619,463665,465742,489509,505034,526772,530413,531327,534789,556530,559077,565048,600657,602570,613772,617862	422538,423170,424978,436151,440416,455190,456702,463813,465985,489604,505136,526914,530556,531471,534868,556650,559193,565135,600724,602620,613853,618096
14	97263683	97347951	NM_003384.2	0	+	VRK1		ENSG00000100749	ENST00000216639	97299808	97347545	97263683,97299803,97304098,97312431,97313593,97319167,97319410,97321560,97322466,97322864,97326893,97342366,97347513	97263784,97299968,97304154,97312501,97313681,97319276,97319503,97321693,97322587,97322923,97327072,97342457,97347951
X	48932091	48958059	NM_007075.3	0	-	WDR45	JM5,WIPI4,NBIA5	ENSG00000196998	ENST00000356463	48932461	48935754	48932091,48932794,48933022,48933203,48933524,48934088,48934303,48935301,48935495,48935699,48957142,48957987	48932571,48932940,48933124,48933412,48933604,48934183,48934412,48935406,48935570,48935771,48957492,48958059
17	1628124	1641893	NM_001163809.1	0	+	WDR81	FLJ33817,PPP1R166,CAMRQ2,SORF-2	ENSG00000167716	ENST00000409644	1628253	1640979	1628124,1633673,1634048,1634361,1635618,1635959,1636820,1638865,1639332,1640658	1631920,1633781,1634239,1634552,1635784,1636125,1637510,1639011,1639512,1641893
16	78133309	79246564	NM_016373.3	0	+	WWOX	FOR,WOX1,SDR41C1	ENSG00000186153	ENST00000566780	78133675	79245693	78133309,78142319,78143674,78148872,78198079,78420756,78458766,78466384,79245504	78133782,78142384,78143732,78149051,78198186,78420845,78458952,78466649,79246564
X	37545132	37591383	NM_021083.2	0	+	XK	XKR1,Kx,X1k	ENSG00000047597	ENST00000378616	37545214	37587715	37545132,37553538,37586888	37545459,37553801,37591383
1	180601145	180859415	NM_004736.3	0	+	XPR1	SYG1,X3	ENSG00000143324	ENST00000367590	180601337	180853202	180601145,180651495,180756888,180772523,180775197,180775609,180780542,180793888,180794300,180804009,180805657,180832843,180842938,180849211,180853141	180601406,180651547,180756990,180772747,180775347,180775693,180780624,180794079,180794480,180804181,180805852,180833010,180843078,180849433,180859415
14	68213236	68283306	NM_015346.3	0	-	ZFYVE26	KIAA0321	ENSG00000072121	ENST00000347230	68215152	68282680	68213236,68217768,68219060,68220423,68220787,68221767,68222664,68228082,68228919,68229388,68232943,68234420,68235233,68236310,68238763,68241732,68242576,68244275,68244842,68246957,68248049,68249496,68251050,68251775,68252574,68252830,68256051,68257288,68260324,68260887,68264388,68264730,68268795,68270817,68271933,68272170,68273261,68274114,68275916,68280702,68282486,68283250	68215356,68217813,68219243,68220483,68220929,68221967,68222862,68228301,68229129,68229536,68233164,68234557,68235265,68236447,68238927,68241831,68242823,68244452,68244965,68247062,68248246,68250242,68251153,68251994,68252739,68252950,68256315,68257490,68260476,68260956,68264472,68265339,68268999,68270981,68272022,68272335,68273392,68274637,68276006,68280781,68282763,68283306
